order_details_id;order_id;pizza_id;order_date;order_time;unit_price;total_price;pizza_size;pizza_category;pizza_ingredients;pizza_name;lead_time
1498;665;mediterraneo_s;2015-01-11 00:00:00;17:42:23;12;12;S;Veggie;Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions;The Mediterranean Pizza;2015-01-11 17:56:56
1499;666;hawaiian_l;2015-01-11 00:00:00;17:42:25;16,5;16,5;L;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-11 18:01:50
1500;667;big_meat_s;2015-01-11 00:00:00;18:13:08;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-01-11 18:30:56
1501;667;pepperoni_s;2015-01-11 00:00:00;18:13:08;9,75;9,75;S;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-11 18:31:35
1502;668;ital_supr_m;2015-01-11 00:00:00;18:13:12;16,5;16,5;M;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-11 18:36:01
1503;668;mexicana_l;2015-01-11 00:00:00;18:13:12;20,25;20,25;L;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-01-11 18:28:54
1504;668;peppr_salami_l;2015-01-11 00:00:00;18:13:12;20,75;20,75;L;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-11 18:30:07
1505;668;spicy_ital_m;2015-01-11 00:00:00;18:13:12;16,5;16,5;M;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-11 18:26:56
1506;669;ital_cpcllo_l;2015-01-11 00:00:00;18:40:44;20,5;20,5;L;Classic;Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano;The Italian Capocollo Pizza;2015-01-11 19:03:21
1507;669;mexicana_l;2015-01-11 00:00:00;18:40:44;20,25;20,25;L;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-01-11 18:56:58
1508;670;ital_cpcllo_s;2015-01-11 00:00:00;18:46:25;12;12;S;Classic;Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano;The Italian Capocollo Pizza;2015-01-11 19:07:09
1509;670;soppressata_m;2015-01-11 00:00:00;18:46:25;16,5;16,5;M;Supreme;Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic;The Soppressata Pizza;2015-01-11 19:05:46
1510;671;ckn_pesto_s;2015-01-11 00:00:00;19:18:42;12,75;12,75;S;Chicken;Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce;The Chicken Pesto Pizza;2015-01-11 19:33:07
1511;672;green_garden_m;2015-01-11 00:00:00;19:18:46;16;16;M;Veggie;Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese;The Green Garden Pizza;2015-01-11 19:39:34
1512;672;spicy_ital_l;2015-01-11 00:00:00;19:18:46;20,75;20,75;L;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-11 19:36:52
1513;673;soppressata_l;2015-01-11 00:00:00;19:28:13;20,75;20,75;L;Supreme;Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic;The Soppressata Pizza;2015-01-11 19:45:15
1514;673;thai_ckn_m;2015-01-11 00:00:00;19:28:13;16,75;16,75;M;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-11 19:51:47
1515;674;ckn_pesto_m;2015-01-11 00:00:00;19:33:05;16,75;16,75;M;Chicken;Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce;The Chicken Pesto Pizza;2015-01-11 19:53:41
1516;674;mexicana_l;2015-01-11 00:00:00;19:33:05;20,25;20,25;L;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-01-11 19:49:30
1517;674;prsc_argla_s;2015-01-11 00:00:00;19:33:05;12,5;12,5;S;Supreme;Prosciutto di San Daniele, Arugula, Mozzarella Cheese;The Prosciutto and Arugula Pizza;2015-01-11 19:53:11
1518;674;spinach_fet_m;2015-01-11 00:00:00;19:33:05;16;16;M;Veggie;Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic;The Spinach and Feta Pizza;2015-01-11 19:51:18
1519;675;napolitana_l;2015-01-11 00:00:00;19:33:19;20,5;20,5;L;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-01-11 19:45:29
1520;676;mexicana_l;2015-01-11 00:00:00;19:44:57;20,25;20,25;L;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-01-11 20:04:17
1521;676;veggie_veg_m;2015-01-11 00:00:00;19:44:57;16;16;M;Veggie;Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic;The Vegetables + Vegetables Pizza;2015-01-11 20:00:16
1522;677;peppr_salami_l;2015-01-11 00:00:00;19:51:09;20,75;20,75;L;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-11 20:08:52
1523;678;mexicana_s;2015-01-11 00:00:00;19:52:49;12;12;S;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-01-11 20:06:54
1524;678;napolitana_m;2015-01-11 00:00:00;19:52:49;16;16;M;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-01-11 20:05:21
1525;678;spicy_ital_m;2015-01-11 00:00:00;19:52:49;16,5;33;M;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-11 20:06:47
1526;679;brie_carre_s;2015-01-11 00:00:00;20:31:02;23,65;23,65;S;Supreme;Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic;The Brie Carre Pizza;2015-01-11 20:46:15
1527;679;four_cheese_m;2015-01-11 00:00:00;20:31:02;14,75;14,75;M;Veggie;Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic;The Four Cheese Pizza;2015-01-11 20:42:36
1528;679;ital_supr_l;2015-01-11 00:00:00;20:31:02;20,75;20,75;L;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-11 20:43:14
1529;679;mediterraneo_l;2015-01-11 00:00:00;20:31:02;20,25;20,25;L;Veggie;Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions;The Mediterranean Pizza;2015-01-11 20:50:38
1530;680;ckn_pesto_s;2015-01-11 00:00:00;21:07:30;12,75;12,75;S;Chicken;Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce;The Chicken Pesto Pizza;2015-01-11 21:25:31
1531;680;sicilian_m;2015-01-11 00:00:00;21:07:30;16,25;16,25;M;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-01-11 21:22:49
1532;681;peppr_salami_l;2015-01-11 00:00:00;21:29:50;20,75;20,75;L;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-11 21:50:14
1533;682;ital_supr_l;2015-01-12 00:00:00;11:38:15;20,75;20,75;L;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-12 11:52:55
1534;683;ckn_pesto_l;2015-01-12 00:00:00;11:39:08;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce;The Chicken Pesto Pizza;2015-01-12 11:51:47
1535;683;ital_veggie_s;2015-01-12 00:00:00;11:39:08;12,75;12,75;S;Veggie;Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce;The Italian Vegetables Pizza;2015-01-12 11:57:57
1536;683;peppr_salami_m;2015-01-12 00:00:00;11:39:08;16,5;16,5;M;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-12 11:58:27
1537;684;four_cheese_l;2015-01-12 00:00:00;12:01:23;17,95;17,95;L;Veggie;Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic;The Four Cheese Pizza;2015-01-12 12:20:43
1538;685;soppressata_l;2015-01-12 00:00:00;12:11:46;20,75;20,75;L;Supreme;Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic;The Soppressata Pizza;2015-01-12 12:24:38
1539;686;big_meat_s;2015-01-12 00:00:00;12:13:07;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-01-12 12:32:53
1540;687;ital_veggie_m;2015-01-12 00:00:00;12:21:09;16,75;16,75;M;Veggie;Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce;The Italian Vegetables Pizza;2015-01-12 12:37:19
1541;688;spicy_ital_l;2015-01-12 00:00:00;12:26:41;20,75;20,75;L;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-12 12:45:06
1542;688;spinach_supr_m;2015-01-12 00:00:00;12:26:41;16,5;16,5;M;Supreme;Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese;The Spinach Supreme Pizza;2015-01-12 12:38:44
1543;689;thai_ckn_l;2015-01-12 00:00:00;12:33:22;20,75;20,75;L;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-12 12:51:01
1544;689;thai_ckn_m;2015-01-12 00:00:00;12:33:22;16,75;16,75;M;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-12 12:52:17
1545;690;pepperoni_m;2015-01-12 00:00:00;12:42:10;12,5;12,5;M;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-12 13:03:50
1546;691;bbq_ckn_l;2015-01-12 00:00:00;12:45:53;20,75;20,75;L;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-12 13:01:54
1547;692;cali_ckn_m;2015-01-12 00:00:00;12:53:37;16,75;16,75;M;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-01-12 13:10:09
1548;692;ital_veggie_m;2015-01-12 00:00:00;12:53:37;16,75;16,75;M;Veggie;Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce;The Italian Vegetables Pizza;2015-01-12 13:15:09
1549;693;bbq_ckn_l;2015-01-12 00:00:00;13:04:24;20,75;20,75;L;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-12 13:21:14
1550;693;big_meat_s;2015-01-12 00:00:00;13:04:24;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-01-12 13:16:50
1551;693;green_garden_m;2015-01-12 00:00:00;13:04:24;16;16;M;Veggie;Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese;The Green Garden Pizza;2015-01-12 13:26:08
1552;693;ital_cpcllo_s;2015-01-12 00:00:00;13:04:24;12;12;S;Classic;Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano;The Italian Capocollo Pizza;2015-01-12 13:25:15
1553;694;ital_veggie_l;2015-01-12 00:00:00;13:30:47;21;21;L;Veggie;Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce;The Italian Vegetables Pizza;2015-01-12 13:45:22
1554;694;pep_msh_pep_m;2015-01-12 00:00:00;13:30:47;14,5;14,5;M;Classic;Pepperoni, Mushrooms, Green Peppers;The Pepperoni, Mushroom, and Peppers Pizza;2015-01-12 13:48:59
1555;694;pepperoni_l;2015-01-12 00:00:00;13:30:47;15,25;15,25;L;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-12 13:47:17
1556;695;southw_ckn_s;2015-01-12 00:00:00;13:33:06;12,75;12,75;S;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-12 13:49:29
1557;696;prsc_argla_m;2015-01-12 00:00:00;13:49:40;16,5;16,5;M;Supreme;Prosciutto di San Daniele, Arugula, Mozzarella Cheese;The Prosciutto and Arugula Pizza;2015-01-12 14:05:58
1558;696;spicy_ital_s;2015-01-12 00:00:00;13:49:40;12,5;12,5;S;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-12 14:04:48
1559;697;classic_dlx_m;2015-01-12 00:00:00;13:58:56;16;16;M;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-01-12 14:18:49
1560;697;spin_pesto_s;2015-01-12 00:00:00;13:58:56;12,5;12,5;S;Veggie;Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce;The Spinach Pesto Pizza;2015-01-12 14:14:54
1561;698;big_meat_s;2015-01-12 00:00:00;14:08:16;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-01-12 14:27:42
1562;698;pep_msh_pep_l;2015-01-12 00:00:00;14:08:16;17,5;17,5;L;Classic;Pepperoni, Mushrooms, Green Peppers;The Pepperoni, Mushroom, and Peppers Pizza;2015-01-12 14:26:35
1563;698;thai_ckn_l;2015-01-12 00:00:00;14:08:16;20,75;20,75;L;Chicken;Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce;The Thai Chicken Pizza;2015-01-12 14:24:19
1564;699;pepperoni_s;2015-01-12 00:00:00;14:27:03;9,75;9,75;S;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-12 14:41:17
1565;700;brie_carre_s;2015-01-12 00:00:00;14:31:13;23,65;23,65;S;Supreme;Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic;The Brie Carre Pizza;2015-01-12 14:50:29
1566;700;ckn_pesto_s;2015-01-12 00:00:00;14:31:13;12,75;12,75;S;Chicken;Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce;The Chicken Pesto Pizza;2015-01-12 14:47:23
1567;700;ital_cpcllo_l;2015-01-12 00:00:00;14:31:13;20,5;20,5;L;Classic;Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano;The Italian Capocollo Pizza;2015-01-12 14:47:09
1568;700;peppr_salami_s;2015-01-12 00:00:00;14:31:13;12,5;12,5;S;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-12 14:43:44
1569;700;sicilian_s;2015-01-12 00:00:00;14:31:13;12,25;12,25;S;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-01-12 14:50:33
1570;701;hawaiian_s;2015-01-12 00:00:00;14:33:39;10,5;10,5;S;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-12 14:47:22
1571;701;prsc_argla_s;2015-01-12 00:00:00;14:33:39;12,5;12,5;S;Supreme;Prosciutto di San Daniele, Arugula, Mozzarella Cheese;The Prosciutto and Arugula Pizza;2015-01-12 14:50:55
1572;702;bbq_ckn_s;2015-01-12 00:00:00;14:38:35;12,75;12,75;S;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-12 15:00:09
1573;702;sicilian_s;2015-01-12 00:00:00;14:38:35;12,25;12,25;S;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-01-12 14:55:22
1574;703;peppr_salami_s;2015-01-12 00:00:00;15:08:01;12,5;12,5;S;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-12 15:22:32
1575;704;calabrese_m;2015-01-12 00:00:00;15:28:25;16,25;16,25;M;Supreme;慛duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic;The Calabrese Pizza;2015-01-12 15:38:53
1576;704;mediterraneo_l;2015-01-12 00:00:00;15:28:25;20,25;20,25;L;Veggie;Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions;The Mediterranean Pizza;2015-01-12 15:46:51
1577;705;green_garden_s;2015-01-12 00:00:00;15:31:00;12;12;S;Veggie;Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese;The Green Garden Pizza;2015-01-12 15:47:01
1578;705;ital_supr_m;2015-01-12 00:00:00;15:31:00;16,5;16,5;M;Supreme;Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic;The Italian Supreme Pizza;2015-01-12 15:46:57
1579;705;southw_ckn_m;2015-01-12 00:00:00;15:31:00;16,75;16,75;M;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-12 15:45:52
1580;706;cali_ckn_s;2015-01-12 00:00:00;15:39:04;12,75;12,75;S;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-01-12 15:54:43
1581;706;napolitana_l;2015-01-12 00:00:00;15:39:04;20,5;20,5;L;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-01-12 15:58:08
1582;707;bbq_ckn_m;2015-01-12 00:00:00;15:41:32;16,75;16,75;M;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-12 16:06:47
1583;707;peppr_salami_l;2015-01-12 00:00:00;15:41:32;20,75;20,75;L;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-12 15:59:38
1584;707;southw_ckn_l;2015-01-12 00:00:00;15:41:32;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-12 16:00:02
1585;708;four_cheese_l;2015-01-12 00:00:00;15:52:44;17,95;17,95;L;Veggie;Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic;The Four Cheese Pizza;2015-01-12 16:08:08
1586;709;bbq_ckn_s;2015-01-12 00:00:00;15:53:56;12,75;12,75;S;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-12 16:02:58
1587;710;hawaiian_l;2015-01-12 00:00:00;15:59:52;16,5;16,5;L;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-12 16:16:20
1588;710;southw_ckn_l;2015-01-12 00:00:00;15:59:52;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-12 16:13:43
1589;710;the_greek_s;2015-01-12 00:00:00;15:59:52;12;12;S;Classic;Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions;The Greek Pizza;2015-01-12 16:15:37
1590;710;the_greek_xl;2015-01-12 00:00:00;15:59:52;25,5;25,5;XL;Classic;Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions;The Greek Pizza;2015-01-12 16:11:06
1591;711;ckn_alfredo_m;2015-01-12 00:00:00;16:21:10;16,75;16,75;M;Chicken;Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce;The Chicken Alfredo Pizza;2015-01-12 16:40:27
1592;711;mexicana_l;2015-01-12 00:00:00;16:21:10;20,25;20,25;L;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-01-12 16:39:27
1593;711;pep_msh_pep_m;2015-01-12 00:00:00;16:21:10;14,5;14,5;M;Classic;Pepperoni, Mushrooms, Green Peppers;The Pepperoni, Mushroom, and Peppers Pizza;2015-01-12 16:30:41
1594;711;sicilian_l;2015-01-12 00:00:00;16:21:10;20,25;20,25;L;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-01-12 16:34:00
1595;712;ital_veggie_l;2015-01-12 00:00:00;16:22:18;21;21;L;Veggie;Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce;The Italian Vegetables Pizza;2015-01-12 16:42:23
1596;713;five_cheese_l;2015-01-12 00:00:00;16:31:56;18,5;18,5;L;Veggie;Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic;The Five Cheese Pizza;2015-01-12 16:45:35
1597;713;mediterraneo_s;2015-01-12 00:00:00;16:31:56;12;12;S;Veggie;Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions;The Mediterranean Pizza;2015-01-12 16:51:18
1598;714;classic_dlx_m;2015-01-12 00:00:00;16:55:08;16;16;M;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-01-12 17:12:27
1599;714;hawaiian_l;2015-01-12 00:00:00;16:55:08;16,5;16,5;L;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-12 17:09:18
1600;714;hawaiian_s;2015-01-12 00:00:00;16:55:08;10,5;10,5;S;Classic;Sliced Ham, Pineapple, Mozzarella Cheese;The Hawaiian Pizza;2015-01-12 17:13:30
1601;714;ital_cpcllo_l;2015-01-12 00:00:00;16:55:08;20,5;20,5;L;Classic;Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano;The Italian Capocollo Pizza;2015-01-12 17:08:33
1602;715;pepperoni_m;2015-01-12 00:00:00;17:05:33;12,5;12,5;M;Classic;Mozzarella Cheese, Pepperoni;The Pepperoni Pizza;2015-01-12 17:24:12
1603;715;peppr_salami_m;2015-01-12 00:00:00;17:05:33;16,5;16,5;M;Supreme;Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic;The Pepper Salami Pizza;2015-01-12 17:23:03
1604;715;spinach_fet_m;2015-01-12 00:00:00;17:05:33;16;16;M;Veggie;Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic;The Spinach and Feta Pizza;2015-01-12 17:22:51
1605;716;big_meat_s;2015-01-12 00:00:00;17:06:05;12;12;S;Classic;Bacon, Pepperoni, Italian Sausage, Chorizo Sausage;The Big Meat Pizza;2015-01-12 17:20:48
1606;717;bbq_ckn_m;2015-01-12 00:00:00;17:24:44;16,75;16,75;M;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-12 17:43:45
1607;717;southw_ckn_l;2015-01-12 00:00:00;17:24:44;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-12 17:43:50
1608;718;cali_ckn_m;2015-01-12 00:00:00;17:46:30;16,75;16,75;M;Chicken;Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese;The California Chicken Pizza;2015-01-12 18:03:22
1609;718;southw_ckn_l;2015-01-12 00:00:00;17:46:30;20,75;20,75;L;Chicken;Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce;The Southwest Chicken Pizza;2015-01-12 18:06:28
1610;719;bbq_ckn_l;2015-01-12 00:00:00;17:52:27;20,75;20,75;L;Chicken;Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce;The Barbecue Chicken Pizza;2015-01-12 18:07:31
1611;719;mexicana_s;2015-01-12 00:00:00;17:52:27;12;12;S;Veggie;Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic;The Mexicana Pizza;2015-01-12 18:11:34
1612;720;green_garden_m;2015-01-12 00:00:00;17:53:59;16;16;M;Veggie;Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese;The Green Garden Pizza;2015-01-12 18:10:20
1613;720;napolitana_l;2015-01-12 00:00:00;17:53:59;20,5;20,5;L;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-01-12 18:07:40
1614;720;pep_msh_pep_m;2015-01-12 00:00:00;17:53:59;14,5;14,5;M;Classic;Pepperoni, Mushrooms, Green Peppers;The Pepperoni, Mushroom, and Peppers Pizza;2015-01-12 18:10:05
1615;720;sicilian_m;2015-01-12 00:00:00;17:53:59;16,25;16,25;M;Supreme;Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic;The Sicilian Pizza;2015-01-12 18:06:48
1616;721;classic_dlx_s;2015-01-12 00:00:00;18:17:15;12;12;S;Classic;Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon;The Classic Deluxe Pizza;2015-01-12 18:31:58
1617;721;spicy_ital_l;2015-01-12 00:00:00;18:17:15;20,75;20,75;L;Supreme;Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic;The Spicy Italian Pizza;2015-01-12 18:32:13
1618;722;napolitana_l;2015-01-12 00:00:00;18:20:58;20,5;20,5;L;Classic;Tomatoes, Anchovies, Green Olives, Red Onions, Garlic;The Napolitana Pizza;2015-01-12 18:33:59
1619;722;spin_pesto_s;2015-01-12 00:00:00;18:20:58;12,5;12,5;S;Veggie;Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce;The Spinach Pesto Pizza;2015-01-12 18:36:59
